"12","Derrick Henry","RB","BAL","13.1","8.4","25","-","18.3","38.4","13.2","17.2","6.8","10.9","19.2","36.5","4.9","34.2","23.2","9.8","35","19.6","314.1"
"13","Alvin Kamara","RB","NO","18.7","29.4","31.7","17.9","11.9","BYE","14.8","16.3","10.9","27.8","10.5","5.2","15.7","15.4","15.4","53.2","-","19.7","294.8"
"14","Dalvin Cook","RB","FA","20.8","15.1","23.9","26.6","14.9","-","-","46.6","37.2","11.2","20","6.2","17.9","17","21.9","14.5","-","21","293.8"
"15","Matt Ryan","QB","FA","24.9","28.5","12.4","12.4","7.9","31.6","17.5","18.9","23.4","-","7.3","14.9","12.9","10.3","27.8","19.9","22.7","18.3","293.4"
"16","Derek Carr","QB","NO","13.6","21.7","15.4","20.4","25","BYE","20.3","12.5","14","7.2","22.6","1.6","32.7","25.8","2.1","23.2","22.9","17.6","281.1"
"17","Ben Roethlisberger","QB","FA","22.1","19.2","19.2","-","21.4","11","15.6","15.3","25","29.3","17.7","13.5","19.2","15.5","7.7","25.5","-","18.5","277.2"
"18","Matthew Stafford","QB","LAR","17.2","17.2","18.5","23.3","-","13.3","18.4","23.4","10.4","23","7.6","17.1","27.1","14.4","15.3","0.7","23.6","16.9","270.6"
"19","Cam Newton","QB","FA","25.7","35.6","12.2","-","-","19.5","2.8","18.4","24.6","16.8","19.2","6","23.6","5.4","12.2","9.8","37.5","17.9","269"
"20","Baker Mayfield","QB","TB","10.9","16.3","14.3","15.2","17.6","7.3","30.8","7.8","-","5.4","7.1","18.4","28.5","31","21","8","16.2","16","255.6"
"21","Jared Goff","QB","DET","11.5","24","28.2","11.7","25.4","15.9","16.9","12.2","-","10.5","25","5","24.1","15.6","16.3","10.7","-","16.9","253"
"22","Teddy Bridgewater","QB","DET","19.4","10.7","14.6","27.2","20.8","11.4","19.2","13","28.3","20","-","14.9","-","20.4","16.9","9.6","5.7","16.8","252.2"
"23","Philip Rivers","QB","FA","16.8","11.9","12.7","11.2","7.6","25.7","-","22.3","8.1","16.3","22.4","18.8","19.2","17.8","17","11.8","11.4","15.7","251"
"24","Davante Adams","WR","NYJ","27.6","3.6","-","-","-","6.1","31.6","23.3","23.3","10.6","16.6","12.1","24.1","17.5","4.2","32.2","10.6","17.4","243.4"
"25","Tyreek Hill","WR","MIA","10.6","16.8","16.2","12.4","15.3","2.5","11.5","21.8","24.1","-","16","44.9","8.8","23.1","11.4","6.5","-","16.1","241.9"
"26","Jonathan Taylor","RB","IND","8.9","17","12.2","7.9","13.4","11.5","BYE","3.1","7.4","3.7","11.4","-","19.5","28.5","15.5","19.4","37.4","14.5","216.8"
"27","Drew Brees","QB","FA","14.4","15.5","23.5","16.5","22.1","-","23.7","19.6","22.7","6.9","-","-","-","-","20.4","10.1","20","18","215.5"
"28","Carson Wentz","QB","KC","15","14.4","23.5","22.4","19.4","29.4","28.8","10.6","-","8.7","16.4","19.8","5","-","-","-","-","17.8","213.4"
"29","Aaron Jones Sr.","RB","MIN","13.6","41.6","14.6","17.1","-","10.1","BYE","-","7.9","9.5","13.1","9","20.8","7.5","21.8","10.8","14.5","15.1","211.9"
"30","David Montgomery","RB","DET","7.4","18.7","5.4","7.7","11.9","9.7","6.9","10.5","2.2","-","-","20.3","23.1","21.5","28.2","18.1","19.2","14.1","210.8"
"31","Travis Kelce","TE","KC","11","15","8.7","7","16.8","16.5","3.1","16.9","15.9","BYE","18.9","8.2","19.6","19.6","14.8","15.8","-","13.9","207.8"
"32","Stefon Diggs","WR","HOU","8.6","21.3","10.9","11.5","10.6","10.6","4.8","9.2","11.8","15.3","-","3.9","9.2","19.1","14.7","32.5","7.6","12.6","201.6"
"33","James Robinson","RB","FA","9","18","24.9","10.7","5","11.3","27.7","-","15.9","11.2","9.4","21.9","16.8","8.3","11.3","-","-","14.4","201.4"
"34","Josh Jacobs","RB","GB","31.9","10.5","6.3","7.3","20.5","-","3.1","12.9","12.8","25.6","12.4","2.4","-","7.4","17.4","6.9","20.9","13.2","198.3"
"35","Drew Lock","QB","NYG","13.1","-1.2","-","-","-","5.5","15","20.8","30.2","11","12.1","-","12.9","25.6","11","16.1","24.3","15.1","196.3"
"36","Nick Chubb","RB","CLE","4.6","25.3","23","4.3","-","-","-","-","BYE","18.6","11.4","23.6","16.6","22.3","12.6","12.6","16.8","16","191.7"
"37","Calvin Ridley","WR","TEN","24.9","22.9","11.7","0","13.6","12.9","14.9","4.2","-","-","9","11","10.8","18.4","22.3","12.3","2.6","12.8","191.5"
"38","Daniel Jones","QB","MIN","19.4","8.7","9.1","11.1","8.2","14.9","21.7","18.2","12.9","22.2","-","10.4","-","3.1","-","14.4","15.9","13.6","190"
"39","DK Metcalf","WR","SEA","15.5","15.2","15","10.6","21.3","BYE","2.3","28.1","16.8","2.8","10.6","17.7","8","12.1","4.3","5.9","2.1","11.8","188.3"
"40","Justin Jefferson","WR","MIN","2.6","4.4","23.5","10.3","2.3","30.6","BYE","2.6","6.4","13.5","14.6","19","18.3","5.9","10.4","8.5","13.3","11.6","186.2"
"41","Kareem Hunt","RB","KC","8.1","22.1","12.4","19.1","15.3","5.7","16.2","7.3","-","13.2","8.1","6.2","5.7","23","2.8","11.2","4.1","11.3","180.5"
"42","Adam Thielen","WR","CAR","25","3.1","9.3","18.2","20.3","11.1","-","2.7","3.8","16.3","24.3","-","13.5","3.9","7.1","15.7","5.7","12","180"
"43","Joe Burrow","QB","CIN","17.3","24.5","20.4","16.1","5.3","17.7","34.6","18.9","BYE","12.5","11.3","-","-","-","-","-","-","17.9","178.7"
"44","Mike Evans","WR","TB","6.2","16.4","12.2","18.2","10.1","1","3.7","11.5","6.4","13.7","10.9","17","BYE","5.6","11","30.1","4.6","11.2","178.6"
"45","A.J. Brown","WR","PHI","3.9","-","-","-","14.2","17.8","21.3","8.4","16.1","2.1","12.2","21.8","6.7","17.2","10.4","4.3","21.1","12.7","177.5"
"46","DeAndre Hopkins","WR","KC","15.1","12.8","13.7","4.1","19.1","7.3","14.3","-","3","18.7","5.1","5.5","11.2","13.6","21","4.8","3.5","10.8","172.8"
"47","Jason Sanders","K","MIA","4","11","7","18","22","6","BYE","4","14","14","10","12","14","10","2","15","9","10.8","172"
"48","Ezekiel Elliott","RB","FA","24.7","16.2","11.8","12.5","22.5","4","5.1","7.3","6.9","-","17.4","1.9","9.5","5.9","-","13.9","12.1","11.4","171.7"
"49","Darren Waller","TE","FA","4.5","16.5","0.9","6.8","10.8","-","11","2.7","8.2","3.7","14.8","2.3","32","7.5","21","11.2","17.7","10.7","171.6"
"50","Younghoe Koo","K","ATL","9","17","8","-","13","20","2","13","12","BYE","13","21","12","6","11","2","9","11.2","168"
"51","Kenyan Drake","RB","FA","12.5","9.5","7.9","3.5","12.2","28.4","4.1","-","-","8.9","12","21.3","11.8","15","4","11","5.1","11.1","167.2"
"52","Melvin Gordon III","RB","FA","12.6","14.4","3.8","23.8","-","-","10","4.7","2.7","4.6","18.4","3.1","14.2","9.1","20.1","7.9","17","11.1","166.4"
"53","Antonio Gibson","RB","NE","4.4","11.2","10","18.8","5.1","5.5","18.8","-","9.5","18.5","16.4","31.6","1.4","-","-","6.9","8.1","11.9","166.2"
"54","Tyler Lockett","WR","SEA","9.2","12.7","28","3.9","4.4","BYE","38","3.3","4","6.6","12.7","2.3","6.3","5.2","3.4","4.4","21","10.3","165.4"
"55","Gardner Minshew II","QB","LV","20.8","25.5","10.2","21.9","19.8","18.1","19","-","-","-","-","-","-","13.3","15.9","-","-","18.3","164.7"
"56","Mitchell Trubisky","QB","BUF","24.3","15.2","12.6","-","-","-","-","0.3","-","-","BYE","20.7","13.3","25","14.5","24.6","11.3","16.2","161.7"
"57","Allen Robinson II","WR","DET","7.3","3.3","18.3","16.1","9","5.3","7","14.7","8.1","4.3","-","19.4","7.5","18.3","8.3","10.3","3.7","10.1","160.9"
"58","Ryan Fitzpatrick","QB","FA","8.4","24.3","24.2","23.3","27.6","18","-","-","-","-","4.3","19.3","-","0","-","11.3","-","16.1","160.7"
"59","Ronald Jones II","RB","FA","8.2","8.7","7.3","12.8","12.5","24.1","9.6","2.6","1.8","23.8","2.4","16.3","-","14.4","-","-","13.8","11.3","158.3"
"60","Tyler Bass","K","BUF","9","7","5","6","5","6","23","6","15","18","BYE","11","10","8","12","8","8","9.8","157"
"61","Robert Woods","WR","HOU","11.9","9.3","16.4","3.8","13.1","10","2.5","21.4","-","3.6","18.6","8.8","8.5","3.1","15.6","4.9","3.6","9.7","155.1"
"62","Daniel Carlson","K","LV","12","12","8","13","11","BYE","9","10","7","15","7","6","8","9","9","13","6","9.7","155"
"63","Greg Zuerlein","K","NYJ","5","11","9","2","14","4","4","13","15","BYE","5","10","5","14","13","13","16","9.6","153"
"64","Chase Claypool","WR","FA","4.7","14.8","2.4","-","35.6","14.1","-0.2","8.2","7.3","17.3","11.9","5.2","3.8","1.5","4.8","5.4","16.1","9.6","152.9"
"65","Marvin Jones Jr.","WR","FA","5.5","8.3","5.1","0.9","-","0.8","8","15.9","10.3","15.6","5.1","4.8","17.6","4.8","17.2","1.9","30","9.5","151.8"
"66","Los Angeles Rams","DST","LAR","4","7","4","11","12","0","15","5","BYE","13","5","15","11","21","2","6","20","9.4","151"
"66","Brandin Cooks","WR","DAL","2","9.5","2.3","0","22.1","12.8","6","-","14.3","3.9","8.5","8.5","6.5","-","5.9","20.1","28.6","10.1","151"
"68","Chris Carson","RB","FA","18.6","16.8","7.6","22","13.9","-","4.1","-","-","-","-","11.9","17","15.8","6.9","7.9","8.3","12.6","150.8"
"69","Taysom Hill","TE","NO","4.2","0.8","-1.3","1.4","7.3","BYE","0.6","12.5","9.4","2.5","24.2","18.5","23.6","19.9","6.3","10","10.6","9.4","150.6"
"70","J.K. Dobbins","RB","LAC","14.2","6.1","4.4","1.7","5.5","2.9","-","12.1","3.5","1.4","16.5","-","13.1","13.3","14.1","13.7","28","10","150.5"
"71","Rodrigo Blankenship","K","FA","8","15","12","14","11","8","-","3","5","11","15","2","7","14","11","6","8","9.4","150"
"72","Pittsburgh Steelers","DST","PIT","8","13","7","BYE","8","18","2","18","7","12","17","14","3","6","2","9","4","9.3","148"
"73","Mike Davis","RB","FA","0","7.5","15.1","17.1","20.9","9.5","3.6","7.7","3.7","4.4","13.9","7.9","-","21.3","6.1","8.8","-","9.8","147.5"
"74","David Johnson","RB","FA","16.9","5","10.6","9.2","10.3","12.9","12.4","-","1.6","-","-","-","10.4","-","13.3","25.9","18","12.2","146.5"
"75","DJ Moore","WR","CHI","5.4","12","6.5","4.9","15.3","9.3","21.3","5.5","1.8","15.6","14.8","6.1","-","-","13.2","3.7","10.1","9.7","145.5"
"76","Keenan Allen","WR","CHI","3.7","9.6","17.2","6.2","8.9","-","12.5","12.7","16.3","9.9","18.5","12","4.8","11.2","1.6","-","-","10.4","145.1"
"77","Sam Darnold","QB","MIN","12.2","11.9","9.7","23.6","-","-","2.8","7.4","-","-","-","6.8","21","5.6","14.1","17","12.9","12.1","145"
"77","Ryan Succop","K","FA","5","7","9","8","14","10","9","15","4","17","6","6","-","9","7","5","14","9.1","145"
"77","Indianapolis Colts","DST","IND","4","15","26","7","11","4","BYE","15","5","10","8","-3","12","12","10","0","9","9.1","145"
"77","Justin Tucker","K","BAL","9","16","9","8","10","16","BYE","8","7","5","10","2","10","9","9","9","8","9.1","145"
"81","Amari Cooper","WR","BUF","8.1","10","8.6","21.4","2.1","13.9","8.5","0.5","7.5","-","8.1","17.2","11.3","11.1","0.3","12.1","4.1","9.1","144.8"
"82","Andy Dalton","QB","CAR","-","0","-","-","2.4","13","3.6","-","-","-","19.3","13.3","18.6","15.3","17.2","27.6","13.6","13.1","143.9"
"83","D'Andre Swift","RB","CHI","8.3","7.2","1.9","11.2","-","24.3","10.8","2.3","9.7","20.9","BYE","-","-","11","18.2","5","13","11.1","143.8"
"84","CeeDee Lamb","WR","DAL","5.9","11.5","6.6","20.2","12.4","6.4","0.1","4.6","11.1","BYE","12.6","2.1","4.6","6.1","14.5","20.4","4.6","9","143.7"
"85","Miles Sanders","RB","CAR","-","17.1","10.7","7.6","21.9","11.2","-","-","-","11.5","6.1","4.2","3.1","25.6","9","14.4","-","11.9","142.4"
"86","Baltimore Ravens","DST","BAL","15","15","7","6","26","7","BYE","4","14","1","3","8","4","0","10","10","11","8.8","141"
"86","Miami Dolphins","DST","MIA","2","2","12","3","12","15","BYE","23","8","6","5","14","14","10","9","5","1","8.8","141"
"88","Tua Tagovailoa","QB","MIA","-","-","-","-","-","0.4","BYE","5.7","21.4","14.7","7.3","-","16.1","28","19.7","8.9","18.2","14","140.5"
"89","Clyde Edwards-Helaire","RB","FA","19.8","7","13.4","9.1","8","16.9","12.3","3.1","9.4","-","19.7","3.9","-","9.1","8.3","-","-","10.8","140"
"90","Cairo Santos","K","CHI","9","5","6","3","9","13","5","14","5","8","BYE","5","7","10","18","12","10","8.7","139"
"91","Dak Prescott","QB","DAL","17.6","39.8","29.5","38.3","13.4","-","-","-","-","BYE","-","-","-","-","-","-","-","27.7","138.6"
"92","Jason Myers","K","SEA","9","5","4","9","3","BYE","12","8","12","12","9","12","4","11","10","10","8","8.6","138"
"93","Nelson Agholor","WR","BAL","8.3","1.9","3.2","10.4","12.7","-","16.7","0","11.5","0.8","14.8","5.4","3.8","16","4.9","21.5","5.7","8.6","137.6"
"94","JuJu Smith-Schuster","WR","KC","18.9","4.8","12.3","-","2.8","0.6","8.5","6.7","15.3","13.7","1.9","9.7","2.8","11.5","-0.5","15.6","12.5","8.6","137.1"
"95","Terry McLaurin","WR","WAS","6.1","18.5","8.6","11.8","2.6","7.4","15","BYE","17.5","10.2","8.4","9.2","1.4","2.4","7.7","-","10","9.1","136.8"
"96","Brandon McManus","K","GB","2","8","6","18","BYE","24","5","7","11","8","9","5","6","2","-","14","11","9.1","136"
"97","William Fuller V","WR","FA","11.2","0","11.4","16.8","11.8","18.3","9.5","-","16","3.8","8","29.1","-","-","-","-","-","12.4","135.9"
"98","Curtis Samuel","WR","BUF","4.3","3.9","5.2","4.8","6.4","-","11.3","17.4","17.8","1.2","13.4","7.7","-","9","4.8","15.8","12.1","9","135.1"
"99","Wil Lutz","K","DEN","10","6","13","5","15","-","11","14","8","10","6","8","3","3","3","10","10","8.4","135"
"100","Harrison Butker","K","KC","10","13","4","8","6","8","14","5","11","BYE","5","9","17","8","6","7","3","8.4","134"
"101","Diontae Johnson","WR","FA","3.7","15.2","0.9","-","-0.2","-","20","0.6","8.1","17.6","11.1","4.6","13.1","4","11.9","13.6","9.6","8.9","133.8"
"102","Graham Gano","K","NYG","4","7","13","9","20","8","3","5","13","10","BYE","15","4","1","6","8","7","8.3","133"
"103","Ka'imi Fairbairn","K","HOU","2","12","3","13","13","6","8","BYE","11","1","10","10","10","1","8","7","17","8.3","132"
"104","Nyheim Hines","RB","CLE","19.3","0.4","6.1","3.2","3","2.7","-","18.2","3.8","23.5","5.3","9.5","9.2","7.5","5.4","6.4","6.7","8.1","130.2"
"105","James Conner","RB","ARI","1.7","18.1","20.9","-","12.3","16.2","11.1","12","2","4.8","9.9","-","-","1.8","-","12.6","6.2","10","129.6"
"106","Jeff Wilson Jr.","RB","MIA","0","0.3","18.9","1.9","2.7","-","30","-","-","-","-","2","5.9","8.4","12","26.4","20.8","10.8","129.3"
"107","Robbie Chosen","WR","FA","19.4","8.9","5.5","9.9","11.5","7.7","7.4","4.8","6.3","2.1","4.6","15.4","-","9.7","2","9.9","4","8.1","129.1"
"108","Joey Slye","K","NE","12","5","15","7","11","11","7","5","8","6","10","10","-","9","10","2","1","8.1","129"
"109","Nick Mullens","QB","MIN","-","1.6","17.7","8","-","-","BYE","17.5","12.6","12.2","-","9.1","22.6","13.4","13.5","-","-","12.8","128.3"
"110","Dustin Hopkins","K","CLE","10","3","2","6","5","7","5","-","10","10","10","11","14","13","4","8","10","8","128"
"111","Tee Higgins","WR","CIN","0","3.5","16","9","6.2","12.7","13.8","8.4","BYE","15.5","2.6","10.4","5.6","4.9","3.1","15.9","0","8","127.6"
"112","Washington Commanders","DST","WAS","15","4","1","4","2","4","17","BYE","5","0","12","15","3","23","3","9","10","7.9","127"
"113","Corey Davis","WR","FA","10.1","9.6","6.9","-","-","-","9.5","18.8","0","6.7","11.3","7","24.2","1.4","17","0","3.9","9","126.4"
"114","Chris Godwin","WR","TB","7.9","-","12.4","-","-","4.8","14.8","-","4.1","9.2","11.3","9.7","BYE","2.5","9.6","14.4","25.3","10.5","126"
"114","New Orleans Saints","DST","NO","17","4","-3","4","3","BYE","1","7","16","14","16","14","6","2","7","1","17","7.9","126"
"116","Cole Beasley","WR","FA","5.8","7","10","9.2","5.3","10.5","11.2","2.4","3.9","16.9","-","7.3","19","4.1","11.2","1.7","-","8.4","125.5"
"117","Marquise Brown","WR","KC","10.1","4.2","1.3","8.6","13.8","5.7","-","6.3","3.8","1.4","0","14.5","9.9","11","9.8","8.5","16.1","7.8","125"
"118","Robert Tonyan","TE","FA","0","8.5","11","27.8","-","2.5","3.2","7.9","0.5","3.3","10.4","12.7","9.9","9.6","7.8","1.7","7.8","7.8","124.6"
"119","Brandon Aiyuk","WR","SF","-","2.1","16.1","11.6","4.4","7.2","11.5","15.1","-","12.7","BYE","-","15.5","11.9","13.3","3.1","-","10.4","124.5"
"120","Myles Gaskin","RB","FA","6.6","8.2","9.5","6.2","15.1","12.6","-","10.3","-","-","-","-","12.1","-","-","28.9","13.7","12.3","123.2"
"121","Nick Folk","K","TEN","3","6","12","5","-","7","8","8","15","5","9","10","9","3","15","4","4","7.7","123"
"122","Mason Crosby","K","FA","12","11","16","7","-","4","5","2","12","6","7","5","7","9","8","4","5","7.5","120"
"122","Michael Badgley","K","DET","11","9","5","9","3","-","9","15","9","3","11","3","0","9","6","14","4","7.5","120"
"124","Gus Edwards","RB","LAC","1.7","7.3","3.9","3.8","2.5","8.6","-","14.7","7.4","7.3","0.6","7","10.1","17.3","7.8","12.2","7","7.5","119.2"
"125","Stephen Gostkowski","K","FA","4","12","25","-","6","4","8","2","7","7","12","10","3","9","8","2","-","7.9","119"
"125","Tampa Bay Buccaneers","DST","TB","0","14","18","6","6","19","6","7","1","5","4","4","BYE","9","3","12","5","7.4","119"
"127","Buffalo Bills","DST","BUF","8","2","5","6","-4","3","14","4","12","6","BYE","6","4","12","12","7","21","7.4","118"
"128","Matt Prater","K","ARI","12","3","14","3","-","11","16","3","9","16","0","5","4","6","7","1","7","7.3","117"
"129","Cooper Kupp","WR","LAR","4","8","16.7","12.7","6.6","1.1","5.9","11","BYE","5","14.5","4.1","7.3","9.3","3.9","6.6","-","7.8","116.7"
"130","Jarvis Landry","WR","FA","6.1","4.6","3.6","10.3","8.8","4","6","5.2","-","2.9","2.6","20.3","12.4","5.7","12.1","-","11.4","7.7","116"
"131","Wayne Gallman Jr.","RB","FA","1.4","-","1.4","4.5","2.4","0","11.4","12.2","13.7","18","-","15.1","13.5","7.3","2.9","5.3","6.5","7.7","115.6"
"132","Chase Edmonds","RB","TB","10.5","1.3","3.4","10","15.2","2.9","14.5","-","8.8","7.7","10.9","4.3","4.3","5.3","12.6","0.8","2.5","7.2","115"
"133","Darrell Henderson Jr.","RB","FA","0.6","18.1","18","3.7","18.8","9.2","7.6","5.8","-","9.3","0.9","1.9","13.4","0.5","0.3","6.2","-","7.6","114.3"
"134","Michael Gallup","WR","FA","5","5.8","19.8","2.9","7.3","2.3","0","6.1","3.6","-","2.9","4.1","14.6","2.3","8.6","24.1","4.9","7.1","114.3"
"135","Tyler Boyd","WR","TEN","3.3","13.2","12.5","9.4","4.2","7.9","16.7","13.6","-","4.1","8.5","1.5","13.2","4.3","0","-","1.2","7.6","113.6"
"136","Latavius Murray","RB","FA","4.8","3.3","6.5","20.3","5.7","-","5.6","3.1","4.2","5.7","8.5","24.6","1.7","0.7","8.9","9.6","-","7.5","113.2"
"137","Jamison Crowder","WR","WAS","17.5","-","-","10.4","17.6","4.8","-","BYE","8.6","-","1.6","3.1","16.7","0.7","6.6","22.3","3.1","9.4","113"
"138","Adrian Peterson","RB","FA","11.4","4.1","8.5","9.6","-","11.8","3","1.2","4.3","3","1.8","17.5","17.7","3","2.3","1","12.3","7","112.5"
"139","Nick Foles","QB","FA","-","-","18.2","12.9","12.6","17.3","8.4","17.9","21.6","3.4","-","-","-","-","-","-0.2","-","12.5","112.2"
"140","Jalen Hurts","QB","PHI","-","0","0.5","1.8","0.7","2.6","0.2","0.4","BYE","-0.1","0.6","0.2","10.3","19.3","37.8","20.6","17.3","7.5","112.1"
"141","Mark Andrews","TE","BAL","17.8","2.9","2.2","17.7","11.6","2.1","BYE","3.2","2.2","6.1","15.6","-","-","7.8","12.6","7.6","2.7","8","112.1"
"142","J.D. McKissic","RB","FA","-0.1","5.3","5.2","2.6","4.9","8.4","5.1","-","8.2","10.9","6.9","2.7","7.8","8.6","16.7","15.2","3","7","111.4"
"143","Austin Ekeler","RB","WAS","8.7","14.8","20.3","1.4","-","-","-","BYE","-","-","-","12.9","6.8","14.6","7.9","12.8","11.1","11.1","111.3"
"144","Giovani Bernard","RB","FA","2.8","2.5","5.5","1.9","0.4","8.8","15.6","19.8","-","4.7","5.5","4.9","2.9","0.3","21.7","13.1","0.7","6.9","111.1"
"145","Tim Patrick","WR","DET","2.9","2.4","10.3","17.3","BYE","10.1","4.4","-","8.9","6.1","11.9","0","16.4","9.6","1.4","3.9","4.6","7.3","110.2"
"146","Cody Parkey","K","FA","-","5","11","12","13","1","8","7","-","5","9","10","12","4","2","5","6","7.3","110"
"146","Arizona Cardinals","DST","ARI","6","9","4","1","7","15","7","BYE","2","3","2","8","2","18","10","6","10","6.9","110"
"148","Russell Gage","WR","SF","11.4","10.6","2.6","2","1.6","6.5","5.4","2.5","1.1","-","5.8","3.4","11.1","13.8","12.8","2.3","16.2","6.8","109.1"
"149","T.J. Hockenson","TE","MIN","11.6","6.2","5.3","8.9","-","7.7","11.9","6.5","9.9","1.3","6.8","8.9","8.4","10.3","-0.2","2.3","2.5","6.8","108.3"
"150","T.Y. Hilton","WR","FA","5.3","2.8","5.2","2.9","6.9","1.1","-","0.9","-","4","3.6","14.1","17","20.6","7.1","6","10.7","7.2","108.2"
"151","Kansas City Chiefs","DST","KC","7","5","7","20","-1","3","24","9","1","BYE","1","5","5","14","2","7","-1","6.8","108"
"151","New England Patriots","DST","NE","11","6","15","4","BYE","7","6","3","3","5","0","5","31","4","4","-4","8","6.8","108"
"153","Mike Gesicki","TE","CIN","3","19","7.5","1.5","9.1","0","-","0.8","4.2","4","4.3","9.5","14.8","18.5","-","5.4","4.7","7.1","106.3"
"154","Robbie Gould","K","FA","10","8","14","2","5","7","10","3","5","8","-","14","7","1","10","2","-","7.1","106"
"155","Mike Williams","WR","PIT","6.9","1.4","1.7","BYE","22.9","-","0.4","16","8.1","3.8","13.2","2.6","4.3","0","2.2","5.4","16.8","7","105.7"
"156","Devin Singletary","RB","NYG","5.3","7.6","12.1","13.7","3.3","4.5","4.7","9.2","3.4","1","BYE","8.2","8.3","3.4","14.4","5.2","1.3","6.6","105.6"
"157","Jerry Jeudy","WR","CLE","5.6","6.2","5.5","12.1","-","3.2","2","7.3","18.5","6.8","3.7","0","0.5","4.2","1.9","6.1","22","6.6","105.6"
"158","Seattle Seahawks","DST","SEA","6","3","11","5","7","BYE","0","7","3","5","5","9","9","12","9","9","5","6.6","105"
"159","Logan Thomas","TE","FA","9.7","2.6","3.1","0.8","0.4","10.2","12","-","2.8","6.6","0.8","9.4","15.8","4.3","10.1","6.3","9.7","6.5","104.6"
"160","Rob Gronkowski","TE","FA","1.1","0","4.8","2.9","5.2","13.8","12.2","10.1","0.2","11.1","2.5","10.6","-","6.2","2.9","17.8","2.9","6.5","104.3"
"161","Marquez Valdes-Scantling","WR","NO","15.6","6.4","0.5","4.5","-","3.2","0.9","2.3","17.3","20.9","3.5","0","-0.4","14.5","0","0","15.1","6.5","104.3"
"162","Emmanuel Sanders","WR","FA","7.5","1.8","11.6","9.3","12.2","-","-","-","9.8","0.5","6.6","0.4","3.9","10.8","7.6","9.5","12.3","7.4","103.8"
"163","DeVante Parker","WR","FA","4.7","11.3","6.9","11","11","3.5","-","6.3","6.4","3.1","12.1","11.9","3.5","0","-","-","11.6","7.4","103.3"
"164","Philadelphia Eagles","DST","PHI","3","1","8","18","-1","2","9","20","BYE","3","8","2","7","9","6","0","8","6.4","103"
"164","New York Giants","DST","NYG","4","9","-2","5","11","14","5","4","13","4","BYE","9","13","1","2","2","9","6.4","103"
"166","Gabe Davis","WR","JAC","1.6","6.6","8.1","8.6","5.8","0.7","1.1","0","13","0","-","13.9","12.8","7.9","1.8","3.3","16.7","6.4","101.9"
"167","DJ Chark Jr.","WR","LAC","8.5","8.4","-","21.5","1.6","4.5","2.6","-","20.6","5.6","4.1","-","4.1","1.6","5.3","12.2","-","7.7","100.6"
"168","Keelan Cole Sr.","WR","FA","10.7","11.8","4.3","4.6","8.7","14.3","1.2","-","0.6","16.7","2.6","4.4","0.7","12.7","2.2","2.6","2.3","6.3","100.4"
"169","Chris Boswell","K","PIT","9","6","8","BYE","9","8","9","4","9","14","11","7","-","1","5","-","-","7.7","100"
"169","Randy Bullock","K","FA","10","13","12","17","3","12","10","7","-","4","5","6","1","-","-","-","-","8.3","100"
"171","Jonnu Smith","TE","MIA","9.6","20.4","6.1","-","16","1.3","0.9","2.9","9.2","7.5","8","0","-","2.3","5.2","9","0.8","6.6","99.2"
"172","Laviska Shenault Jr.","WR","FA","10.7","7.2","3.4","9.1","7.9","1.1","4.4","-","-0.1","-","-","3.7","12.8","5.1","4.4","10.8","18.6","7.1","99.1"
